text,Title,Chapters
"It is straightforward to extend this set, for instance by adding a need for warmth to the set of physiological demands. All behavior of Psi agents is directed towards a goal situation that is characterized by a consumptive action satisfying one of the needs. In addition to what the physical (or virtual) embodiment of the agent dictates, there are cognitive needs that direct the agents towards exploration and the avoidance of needless repetition. The needs of the agent are weighted against each other, so differences in importance can be represented.      254 Theoretical Foundations of Articial General Intelligence Physiological needs Fuel and water: In the MicroPsi simulations, water and fuel are used whenever an agent executes an action, especially locomotion. Certain areas of the environment caused the agent to loose water quickly, which associated them with additional negative reinforcement signals. Intactness: Environmental hazards may damage the body of the agent, creating an increased intactness need and thus leading to negative reinforcement signals (akin to pain).",Theoretical Foundations of Artificial General Intelligence,chapter 13
"If damaged, the agent may look for opportunities for repair, which in turn increase intactness. These simple needs can be extended at will, for instance by needs for shelter, for rest, for exercise, for certain types of nutrients etc. Cognitive needs Certainty: To direct agents towards the exploration of unknown objects and affairs, they possess an urge specically for the reduction of uncertainty in their assessment of situations, knowledge about objects and processes and in their expectations. Because the need for certainty is implemented similar to the physiological urges, the agent reacts to uncertainty just as it would to pain signals and will display a tendency to remove this condition. This is done by triggering explorative behavior.",Theoretical Foundations of Artificial General Intelligence,chapter 13
"Events leading to an urge for uncertainty reduction include:  the agent meets unknown objects or events,  for the recognized elements, there is no known connection to behaviorthe agent has no knowledge what to do with them,  there are problems to perceive the current situation at all,  there has been a breach of expectations; some event has turned out differently as anticipated,  over-complexity: the situation changes faster than the perceptual process can handle,  the anticipated chain of events is either too short or branches too much. Both conditions make predictions difcult. In each case, the uncertainty signal is weighted according to the relation to the appetitive or aversive relevance of the object of uncertainty.",Theoretical Foundations of Artificial General Intelligence,chapter 13
"The urge for certainty may be satised by certainty eventsthe opposite of uncertainty events:  the complete identication of objects and scenes,  complete embedding of recognized elements into agent behaviors,  fullled expectations (even negative ones),  a long and non-branching chain of expected events.      Modeling Emotion and Affect 255 Like all urge-satisfying events, certainty events create a positive reinforcement signal and reduce the respective need. Because the agent may anticipate the reward signals from successful uncertainty reduction, it can actively look for new uncertainties to explore (diversive exploration). Competence: When choosing an action, Psi agents weight the strength of the corresponding urge against the chance of success. The measure for the chance of success to satisfy a given urge using a known behavior program is called specic competence. If the agent has no knowledge on how to satisfy an urge, it has to resort to general competence as an estimate.",Theoretical Foundations of Artificial General Intelligence,chapter 13
"Thus, general competence amounts to something like self-condence of the agent, and it is an urge on its own. (Specic competencies are not urges.) The general competence of the agent reects its ability to overcome obstacles, which can be recognized as being sources of negative reinforcement signals, and to do that efciently, which is represented by positive reinforcement signals. Thus, the general competence of an agent is estimated as a oating average over the reinforcement signals and the inverted displeasure signals. The general competence is a heuristics on how well the agent expects to perform in unknown situations. As in the case of uncertainty, the agent learns to anticipate the positive reinforcement signals resulting from satisfying the competence urge. A main source of competence is the reduction of uncertainty. As a result, the agent actively aims for problems that allow to gain competence, but avoids overly demanding situations to escape the frustration of its competence urge.",Theoretical Foundations of Artificial General Intelligence,chapter 13
"Ideally, this leads the agent into an environment of medium difculty (measured by its current abilities to overcome obstacles). Aesthetics: Environmental situations and relationships can be represented in innitely many ways. Here aesthetics corresponds to a need for improving representations, mainly by increasing their sparseness, while maintaining or increasing their descriptive qualities. Social needs Afliation: Because the explorative and physiological desires of our agents are not sufcient to make them interested in each other, they have a need for positive social signals, so-called legitimacy signals. With a legitimacy signal (or l-signal for short), agents may signal each other okayness with regard to the social group. Legitimacy signals are an expression of the senders belief in the social acceptability of the receiver. The need for l-signals needs frequent replenishment and thus amounts to an urge to afliate with other agents. Agents can send l-signals to reward each other for successful cooperation.",Theoretical Foundations of Artificial General Intelligence,chapter 13
"Anti-l-signals are the counterpart of l-signals. An anti-l-signal (which basically amounts to a frown) punishes an agent by depleting its legitimacy reservoir.      256 Theoretical Foundations of Articial General Intelligence Agents may also be extended by internal l-signals, which measure the conformance to internalized social norms. Supplicative signals are pleas for help, i.e. promises to reward a cooperative action with l-signals or likewise cooperation in the future. Supplicative signals work like a specic kind of anti-l-signals, because they increase the legitimacy urge of the addressee when not answered. At the same time, they lead to (external and internal) l-signals when help is given. They can thus be used to trigger altruistic behavior. The need for l-signals should adapt to the particular environment of the agent, and may also vary strongly between agents, thus creating a wide range of types of social behavior.",Theoretical Foundations of Artificial General Intelligence,chapter 13
"By making the receivable amount of l-signals dependent of the priming towards particular other agents, Psi agents might be induced to display jealous behavior. Social needs can be extended by romantic and sexual needs. However, there is no explicit need for social power, because the model already captures social power as a specic need for competencethe competence to satisfy social needs. Even though the afliation model is still fragmentary, we found that it provides a good handle on the agents during experiments. The experimenter can attempt to induce the agents to actions simply by the prospect of a smile or frown, which is sometimes a good alternative to a more solid reward or punishment. Appetence and aversion In order for an urge to have an effect on the behavior on the agent, it does not matter whether it really has an effect on its (physical or simulated) body, but that it is represented in the proper way within the cognitive system.",Theoretical Foundations of Artificial General Intelligence,chapter 13
"Whenever the agent performs an action or is subjected to an event that reduces one of its urges, a reinforcement signal with a strength that is proportional to this reduction is created by the agents pleasure center. The naming of the pleasure and displeasure centers does not necessarily imply that the agent experiences something like pleasure or displeasure. The name refers to the fact thatlike in humanstheir purpose lies in signaling the reexive evaluation of positive or harmful effects according to physiological, cognitive or social needs. (Experiencing these signals would require an observation of these signals at certain levels of the perceptual system of the agent.)      Modeling Emotion and Affect 257 Motives A motive consists of an urge (that is, the value of an indicator for a need) and a goal that has been associated to this indicator.",Theoretical Foundations of Artificial General Intelligence,chapter 13
"The goal is a situation schema characterized by an action or event that has successfully reduced the urge in the past, and the goal situation tends to be the end element of a behavior program. The situations leading to the goal situationthat is, earlier stages in the connected occurrence schema or behavior program might become intermediate goals. To turn this sequence into an instance that may initiate a behavior, orient it towards a goal and keep it active, we need to add a connection to the pleasure/displeasure system. The result is a motivator and consists of:  a need sensor, connected to the pleasure/displeasure system in such a way, that an increase in the deviation of the need from the target value creates a displeasure signal, and a decrease results in a pleasure signal. This reinforcement signal should be proportional to the strength of the increment or decrement.",Theoretical Foundations of Artificial General Intelligence,chapter 13
"optionally, a feedback loop that attempts to normalize the need automatically  an urge indicator that becomes active if there is no way of automatically adjusting the need to its target value. The urge should be proportional to the need.  an associator (part of the pleasure/displeasure system) that creates a connection between the urge indicator and an episodic schema/behavior program, specically to the aversive or appetitive goal situation. The strength of the connection should be proportional to the pleasure/displeasure signal. Note that usually, an urge gets connected with more than one goal over time, since there are often many ways to satisfy or increase a particular urge. 13.6 Motive selection The motivational system denes the action control structures of a cognitive agent. Above the level of motives and demands, motives must be chosen, i.e. established as leading motives, or intentions. Intentions amount to selected motives, combined with a way to achieve the desired outcome.",Theoretical Foundations of Artificial General Intelligence,chapter 13
"Within MicroPsi, an intention refers to the set of representations that initiates, controls and structures the execution of an action. (It is not required that an intention be conscious, that it is directed onto an object etc.here, intentions are simply those things that make actions happen.) Intentions may form intention hierarchies, i.e. to reach a goal it might be necessary to establish sub-goals and pursue these. An intention can be seen as a set of a goal state,      258 Theoretical Foundations of Articial General Intelligence an execution state, an intention history (the protocol of operations that took place in its context), a plan, the urge associated with the goal state (which delivers the relevance), the estimated specic competency to fulll the intention (which is related to the probability of reaching the goal) and the time horizon during which the intention must be realized (Figure 13.5).",Theoretical Foundations of Artificial General Intelligence,chapter 13
"situation   image  past history  episodic schema (for instance restaurant script)  time estimate tterminus  currently active plans/automatisms  time estimate t    epistemic competence  general competence  competence indicator  motive strength  demand   indicator  urgency  goal  goal  Fig. 13.5 The structure of a motive. If a motive becomes active, it is not always selected immediately; sometimes it will not be selected at all, because it conicts with a stronger motive or the chances of success when pursuing the motive are too low. In the terminology of Belief-Desire-Intention agents (Bratman, 1987), motives amount to desires, selected motives give rise to goals and thus are intentions.",Theoretical Foundations of Artificial General Intelligence,chapter 13
"Active motives can be selected at any time, for instance, an agent seeking fuel could satisfy a weaker urge for water on the way, just because the water is readily available, and thus, the active motives, together with their related goals, behavior programs and so on, are called intention memory. The selection of a motive takes place according to a value by success probability principle, where the value of a motive is given by its importance (indicated by the respective urge), and the success probability depends on the competence of the agent to reach the particular goal. In some cases, the agent may not know a way to reach a goal (i.e., it has no epistemic competence related to that goal). If the agent performs well in general, that is, it has a high general competence, it should still consider selecting the related motive.",Theoretical Foundations of Artificial General Intelligence,chapter 13
"The chance      Modeling Emotion and Affect 259 to reach a particular goal might be estimated using the sum of the general competence and the epistemic competence for that goal. Thus, the motive strength to satisfy a need d is calculated as urgedd (generalCompetence+competencedd), i.e. the product of the strength of the urge and the combined competence. If the window of opportunity is limited, the motive strength should be enhanced with a third factor: urgency. The rationale behind urgency lies in the aversive goal created by the anticipated failure of meeting the deadline. The urgency of a motive related to a time limit could be estimated by dividing the time needed through the time left, and the motive strength for a motive with a deadline can be calculated using (urgedd +urgencydd)(generalCompetence+competencedd), i.e. as the combined urgency multiplied with the combined competence.",Theoretical Foundations of Artificial General Intelligence,chapter 13
"The time the agent has left to reach the goal can be inferred from episodic schemas stored in the agents current expectation horizon, while the necessary time to nish the goal oriented behavior can be determined from the behavior program. (Obviously, these estimates require a detailed anticipation of things to come, which may be difcult to obtain.) At each time, only one motive is selected for the execution of its related behavior program. There is a continuous competition between motives, to reect changes in the environment and the internal states of the agent. To avoid oscillations between motives, the switching between motives may be taxed with an additional cost: the selection threshold. As explained in Section 13.3, this amounts to a bonus that is added to the strength of the currently selected motive. The value of the selection threshold can be varied according to circumstances, rendering the agent opportunistic or stubborn. 13.",Theoretical Foundations of Artificial General Intelligence,chapter 13
"7 Putting it all together The functionality described in the previous sections amounts to structural components of a more general affective agent architecture. While this functionality constrains the design space considerably, I would like to add some more necessary detail to the sketch of the framework for cognitive agents, according to the Psi theory. If motive selection and affective modulation are indispensable, then we will need operations that can be objects of motives, representations that can capture them, and processes that can be modulated. Let me briey address these requirements (Figure 13.6). Our agent will need to have the following facilities:  A set of urges that signal demands of the agent.      260 Theoretical Foundations of Articial General Intelligence  A selection mechanism that rises the satisfaction of one of the urges to an intention (an active motive).  An action selection/planning mechanism that chooses actions to reach the goal associated with satisfying the urge.",Theoretical Foundations of Artificial General Intelligence,chapter 13
"An associative memory, containing a world model (situation image), a protocol memory (i.e., representations of the past), and a mental stage (a representation of counterfactual events, such as plans and expectations). The representations in this memory can be primed (pre-activated or biased for) by active motives.  Perceptual mechanisms that give rise to the world model.  Action execution mechanisms that actually perform the chosen actions.  A set of modulators that modify the access to memory content, and the way perception, action selection and action execution work.  A reinforcement learning mechanism that creates associations between urges, goal situations and aversive events, based on the effect that encountered situations have on the demands. These simple requirements leave room for a large variety of possible architectures, and yet they demonstrate how motivation, affect and higher-level emotions can emerge from low more basic functionality.",Theoretical Foundations of Artificial General Intelligence,chapter 13
"Obviously, emotions are not part of this architecture, they are not built into it explicitly, but they can be consistently attributed to it. I believe that this reects an important aspect of the nature of emotions that incidentally causes so much difculty in their denition and treatment. While emotions are an important part of the descriptions that we use to interpret others, and not least reect ourselves, they are probably not best understood as natural kinds. Rather, the experience of an emotion amounts to a perceptual gestalt (Castelfranchi and Miceli, 2009), an associated, internally perceived co-occurrence of aspects of modulation, proprioceptive correlates of this modulation, of valence, action tendencies and motivationally relevant mental content. Similarities in these perceptual gestalts allow us to group emotions into (by and large) distinct, (mostly) recognizable categories.",Theoretical Foundations of Artificial General Intelligence,chapter 13
"Attributing the same set of categories to other agents helps us to interpret and predict their behavior, expression, past, and future reactions. And yet, emotions are probably best characterized by decomposing them into their modulatory and motivational components.      Bibliography 261 Protocol and Situation Memory  Urges (Drives)  Currently active motive Motive selection  Perception  Action selection  Planning  Action  execution  Modulators  Pre-activation    Fig. 13.6 Minimal architectural requirements for emergent emotions. Acknowledgments This work was supported by a postdoctoral fellowship grant of the Berlin School of Mind and Brain, Humboldt University of Berlin. I would like to thank Pei Wang, the editor of this volume, and many of its contributors for inspiring and helpful discussions, and the anonymous reviewers for constructive feedback. Bibliography [1] Bach, J. (2003).",Theoretical Foundations of Artificial General Intelligence,chapter 13
"The MicroPsi Agent Architecture Proceedings of ICCM-5, International Conference on Cognitive Modeling, Bamberg, Germany, 1520. [2] Bach, J. (2007). Motivated, Emotional Agents in the MicroPsi Framework, in Proceedings of 8th European Conference on Cognitive Science, Delphi, Greece.      262 Theoretical Foundations of Articial General Intelligence [3] Bach, J. (2009). Principles of Synthetic Intelligence. Psi, an architecture of motivated cognition. Oxford University Press. [4] Bach, J. (2011). A Motivational System for Cognitive AI. In Schmidhuber, J., Thorisson, K.R., Looks, M. (eds.): Proceedings of Fourth Conference on Articial General Intelligence, Mountain View, CA. 232242. [5] Bratman, M. (1987). Intentions, Plans and Practical Reason. Harvard University Press.",Theoretical Foundations of Artificial General Intelligence,chapter 13
"[6] Castelfranchi, C., Miceli, M. (2009). The cognitive-motivational compound of emotional experience. Emotion Review, 1, 223231. [7] Diener, E. (1999). Special section: The structure of emotion. Journal of Personality and Social Psychology, 76, 803867. [8] Drner, D. (1999). Bauplan fr eine Seele. Reinbeck: Rowohlt. [9] Drner, D., Bartl, C., Detje, F., Gerdes, J., Halcour, (2002). Die Mechanik des Seelenwagens. Handlungsregulation. Verlag Hans Huber, Bern. [10] Ekman, P., Friesen, W. (1971). Constants across cultures in the face and emotion.",Theoretical Foundations of Artificial General Intelligence,chapter 13
"In: Journal of Personality and Social Psychology 17(2): 12429. [11] Ellsworth, P.C., Scherer, K.R. (2003). Appraisal processes in emotion. in Davidson, R.J., Goldsmith, H.H., Scherer, K.R. (Eds.) Handbook of the affective sciences. New York, Oxford University Press. [12] Ertel, S. (1965). EED Ertel-Eindrucksdifferential (PSYNDEX Tests Review). Zeitschrift fr experimentelle und Angewandte Psychologie, 12, 2258. [13] Frijda, N.H. (1986). The emotions. Cambridge, U.K., Cambridge University Press. [14] Frijda, N. (1987). Emotion, cognitive structure, and action tendency. Cognition and Emotion, 1, 115143. [15] Gratch, J.",Theoretical Foundations of Artificial General Intelligence,chapter 13
"Marsella, S. (2004). A framework for modeling emotion. Journal of Cognitive Systems Research, Volume 5, Issue 4, 2004, p. 269306. [16] Hudlicka, E., Fellous, J.-M. (1996). Review of computational models of emotion (Technical Report No. 9612). Psychometrix. Arlington, MA. [17] Izard, C.E. (1994). Innate and universal facial expressions: Evidence from developmental and cross-cultural research. Psychological Bulletin, 115, 288299. [18] Lazarus, R. (1991). Emotion and Adaptation, NY, Oxford University Press. [19] Lisetti, C., Gmytrasiewicz, P. (2002). Can a rational agent afford to be affectless? A formal approach. Applied Articial Intelligence, 16, 577609. [20] Marsella, S.",Theoretical Foundations of Artificial General Intelligence,chapter 13
"Gratch, J., Petta, P. (in press): Computational Models of Emotion. In Scherer, K.R., Bnziger, T., Roesch, E. (eds.). A blueprint for an affectively competent agent: Crossfertilization between Emotion Psychology, Affective Neuroscience, and Affective Computing. Oxford University Press. [21] Sloman, A. (1981). Why robots will have emotions. Proceedings IJCAI. [22] Ortony, A., Clore, G.L., Collins, A. (1988). The cognitive structure of emotions. Cambridge, U.K., Cambridge University Press. [23] Osgood, C.E., Suci, G.J. Tannenbaum, P.H. (1957). The measurement of meaning. Urbana: University of Illinois Press. [24] Plutchik, R. (1994). The Psychology and Biology of Emotion.",Theoretical Foundations of Artificial General Intelligence,chapter 13
"New York: Harper Collins. [25] Roseman, I.J. (1991). Appraisal determinants of discrete emotions. In: Cognition and Emotion, 3, 161200. [26] Russel, J.A. (1995). Facial expressions of emotion. What lies beyond minimal universality. Psychological Bulletin, 118, 379391. [27] Wundt, W. (1910). Gefhlselemente des Seelenlebens. In: Grundzge der physiologischen Psychologie II. Leipzig: Engelmann D.R. Bates, Phys. Rev., 492 (1950).",Theoretical Foundations of Artificial General Intelligence,chapter 13
"  Chapter 14 AGI and Machine Consciousness Antonio Chella 1 and Riccardo Manzotti 2 1 DICGIM University of Palermo, Viale delle Scienze, Building 6, 90128 Palermo, Italy 2 Institute of Consumption, Communication and Behavior, IULM University, Via Carlo Bo, 8, 16033 Milano, Italy antonio.chella@unipa.it, riccardo.manzotti@iulm.it Could consciousness be a theoretical time bomb, ticking away in the belly of AI? Who can say? John Haugeland [24] (p. 247) This review discusses some of main issues to be addressed to design a conscious AGI agent: the agents sense of the body, the interaction with the environment, the agents sense of time, the free will of the agent, the capability for the agent to have some form of experience, and nally the relationship between consciousness and creativity.",Theoretical Foundations of Artificial General Intelligence,chapter 14
"14.1 Introduction Articial General Intelligence aims at nding computational models for the deep basic mechanisms of intelligence [50]. The classical view of intelligence from the standpoint of psychology is usually related with the g factor and the psychometric approach (see Neisser et al. [45] for a review). Alternative views have been proposed by Gardner [22] and by Sternberg [61]. Legg and Hutter [36] provided several different denitions related to the different aspects of intelligence, from psychology to philosophy to cognitive sciences. 263      264 Theoretical Foundations of Articial General Intelligence However, whatever intelligence is, one may wonders if an agent can actually be intelligent without facing the problem of consciousness (for an introductory textbook on consciousness see Blackmore [6]). The relationship between consciousness and intelligence appears to be subtle. On the one side the need of awareness for an intelligent agent is obviously given for granted.",Theoretical Foundations of Artificial General Intelligence,chapter 14
"On the other side, it is suspected that many cognitive processes that are necessary for acting intelligently may be unconscious and happen in the absence of consciousness. However, it is undeniable that consciousness is closely related with the broader unpredictable and less automatic forms of intelligence. Briey, we may distinguish between two main aspects of intelligence: an aspect that we may call syntactic and another one that we may call semantic. The rst one is related with the capability to suitably manipulate by combining and recombining a xed set of symbols by brute force and according to some heuristics. Many successful AI systems belong to this category. The second aspect is related to the smarter capabilities required to generate meaning and to ground symbols. While the syntactic manipulation of symbols could occur without consciousness, it is claimed that the meaningful intelligent act does not seem to be possible without consciousness. If we want to build a real smart AGI based agent, we have to face the problem of consciousness.",Theoretical Foundations of Artificial General Intelligence,chapter 14
"In the following, we review some of the main issues in the current research eld of machine consciousness that are most strictly related with the problem of building an AGI system. In particular, Section 14.2 briey outlines the main philosophical positions about consciousness, Section 14.3 introduces the framework of machine consciousness, while Section 14.4 and Section 14.5 discuss the sense of the body and the interactions with the environment for a conscious AGI agent. Section 14.6 analyzes the problem of agents time and Section 14.7 the free will for an AGI system. Section 14.8 discusses the capability for an AGI agent to have some form of experience, and nally, Section 14.9 analyzes some of the relationships between consciousness and creativity in the framework of an AGI system. 14.",Theoretical Foundations of Artificial General Intelligence,chapter 14
"2 Consciousness The prestigious journal Science, in a special collection of articles published beginning July 2005, celebrated the journals 125th anniversary with a look forward at the most compelling puzzles and questions facing scientists today. The rst one was the question about      AGI and Machine Consciousness 265 what the universe is made of, and the second one concerned the biological basis of consciousness [43]. Therefore, the scientic interest towards the understanding of consciousness is far higher than other scientic questions. But what is consciousness? Consciousness is an elusive concept which resists to denitions, as the Oxford Companion to Philosophy admits [27]. However, consciousness is not the only one concept in science which is difcult to dene: the same is true for other concepts as e.g., life or intelligence, not to mention the fundamental quantities of physics as space, time, matter, and nevertheless science has been able to make important steps in dealing with these elusive concepts.",Theoretical Foundations of Artificial General Intelligence,chapter 14
"John Searle [57] proposed the following vivid denition of consciousness (p. 559): Consciousness consists of inner, qualitative, subjective states and processes of sentience or awareness. Consciousness, so dened, begins when we wake in the morning from a dreamless sleep and continues until we fall asleep again, die, go into a coma, or otherwise become unconscious. Searle evidences that conscious states are inner, qualitative and subjective, and many denitions proposed in the cognitive science literature concur in considering consciousness as tightly related with our subjective experience of the world. The philosopher Thomas Nagel, in a famous essay on what it is like to be a bat [44], discussed the difculty of studying conscious experience from a scientic point of view. In fact, he argues that we know everything about sonars and how they work, but we can never experience the sense of distance as a bat does by using sonar principles.",Theoretical Foundations of Artificial General Intelligence,chapter 14
"The sonar experience is purely subjective and the physical analysis of the bats brain is compatible with absence of experience. Therefore, Nagel concludes that experience cannot be reduced to the physical domain. Ned Block [7] contrasts P-consciousness and A-consciousness. P-consciousness is the phenomenal aspect of consciousness and refers to subjective experience, while Aconsciousness is related with the function of consciousness. Therefore, A-consciousness deals with different cognitive capabilities such as reasoning, action, control of speech and so on, and may be the subject of scientic studies. P-consciousness, according to Block, is subject to an explanatory gap, i.e., how to step from physical and biological descriptions of processes in the brain to qualitative experience. David Chalmers [10] claimed a similar view. He distinguished between the easy and the hard problem of consciousness.",Theoretical Foundations of Artificial General Intelligence,chapter 14
"The easy problems are related with how the brain is able to categorize and react to stimuli, how it is able to integrates information, how it may report internal states, how it may pay attention, and so on. Instead, the hard problem      266 Theoretical Foundations of Articial General Intelligence of consciousness is about the explanation of the subjective aspect of experience. This is, according to Chalmers, related to the information-processing capabilities of the brain. In fact, he suggests a double-aspect of information that may have a physical and a phenomenal aspect. Information processing is physical, while experience is suggested to arise from the phenomenal aspect of information. The aforementioned philosophical views are essentially forms of dualism, i.e., they consider two different levels: the physical domain where the brain resides, and the mental domain where experience resides. These two levels are irreducible, i.e., it is not possible to explain experience, which belongs to mental domain, in terms of entities in the physical domain.",Theoretical Foundations of Artificial General Intelligence,chapter 14
"A related position is epiphenomenalism, that states that although experience is generated by processes in the brain, it is essentially useless, i.e. it does not add anything to ones behavior. Frank Jackson [29] describes this position by means of a famous mental experiment that allows us to better clarify the distinction between knowledge of a thing and subjective experience of the same thing, e.g., a color. He describes the ctional case of Mary: she is a brilliant scientist and she knows everything about colors; but, for some reason, Mary has never seen a color. In fact, she sees the world by means of a black and white monitor and she lives in a black and white room. What happens when eventually Mary leaves the room? She experiences true colors, but, by denition, nothing new is added to her knowledge of colors and of the world.",Theoretical Foundations of Artificial General Intelligence,chapter 14
"A further view is put forward by Francis Crick who, in his book The Astonishing Hypothesis [18], outlines a reductionist view about consciousness (p. 3): The Astonishing Hypothesis is that You, your joys and your sorrows, your memories and your ambitions, your sense of personal identity and free will, are in fact no more that the behavior of a vast assembly of nerve cells and their associated molecules. As Lewis Carrolls Alice might have phrased it: Youre nothing but a pack of neurons. According to this view there are no levels other than the physical level. The mental level is only a way to explain the physical processes happening in the brain. As Christof Koch [31] discusses in details, a serious scientic study of consciousness should focus on the neural correlates of consciousness, i.e., the processes in the brain that are correlated with subjective experience.",Theoretical Foundations of Artificial General Intelligence,chapter 14
"Following this line of thought, Koch proposes a general framework for studying consciousness from the point of view of neuroscience. Another interesting approach to consciousness from the point of view of neuroscience is due to Giulio Tononi [64]. According to Tononi, consciousness is strictly related with information integration. Experience, e.g., information integration, is suggested to be a fun     AGI and Machine Consciousness 267 damental quantity as mass, charge, energy. Interestingly, according to Tononi, any physical system may have subjective experience to the extent that it is capable to integrate information. Thus it may be possible, at least in principle, to build a really conscious artifact. Finally, Daniel Dennett [20] carried out a view that is often considered to be on the verge of eliminativism. Dennett claims that consciousness does not exists as a real process but it is a sort of umbrella concept that incorporates several different and sometimes unrelated physical processes.",Theoretical Foundations of Artificial General Intelligence,chapter 14
"Therefore, a study of consciousness should focus on the different processes under this overarching concept. He introduced the term heterophenomenology as to indicate the study of consciousness from a rigorous third person point of view. According to this view, the alleged subjective experience may be studied in terms of explaining objective reports as verbal reports, PET, MRI, and so on. 14.3 Machine Consciousness The discipline of machine consciousness aims at studying the problems of consciousness, briey introduced in the previous section, by means of the design and implementation of conscious machines. In recent years there has been a growing interest in machine consciousness [1214]. The popular journal Scientic American in the June 2010 issue reviewed the twelve events that will change everything, and one of these events, considered likely before 2050, is machine self-awareness [23].",Theoretical Foundations of Artificial General Intelligence,chapter 14
"This interest in machine consciousness is mainly motivated by the belief that the approach based on the construction of conscious artifacts can shed new light on the many critical aspects that affect mainstream studies of cognitive sciences, philosophy of mind and also AI and neuroscience. As a working denition of conscious AGI agent we may consider the following one: a conscious AGI agent is an artifact that has some form of subjective experience, and it employs it in many cognitive tasks. Therefore, a conscious AGI agent has both Pconsciousness and A-consciousness. The study of conscious AGI agents is an intriguing eld of enquiry for at least two reasons. First, it takes consciousness as a real physical phenomenon to be explained at the physical level and with practical effects on behavior, a debated standpoint as stated in the previous section. Secondly, it hypothesizes the possibility to reproduce, by means of artifacts, the most intimate of mental aspects, namely, the subjective experience.",Theoretical Foundations of Artificial General Intelligence,chapter 14
"     268 Theoretical Foundations of Articial General Intelligence Although many argued against the possibility of a conscious agent, so far no one has conclusively argued against such a possibility. In fact, arguments which deny the possibility of machine consciousness often would deny the possibility of human consciousness as well. Contrary to AI and functionalism, some scholars regard the functional view of the mind as insufcient to endorse the design of a conscious agent. Here, the commonly raised arguments against strong AI, such as the Searles Chinese Room argument [56], may lose some of their strength: although most available computational systems are Turing machines that instantiate the von Neumanns blue print, other non-conventional architectures are becoming available and more are going to be designed and implemented in the near future. The recent progresses in the elds of neuromorphic computing [28] and DNA computing [1], just to mention two main cases, may open new ways towards the implementation of a conscious system.",Theoretical Foundations of Artificial General Intelligence,chapter 14
"Therefore a true conscious AGI agent could be implemented in some non-conventional hardware. Furthermore, it is an open issue whether AGI agents are reducible to a pure Turing machine view, when considered as a complex system made up by the interaction between the agent itself and its environment. Roughly speaking, machine consciousness lies in the middle ground between the extremes of the strong biological position (i.e., only biological brains are conscious) and liberal functionalism position (i.e., any behaviorally equivalent functional systems is conscious). Machine consciousness proponents maintain that biological position is too narrow and yet they concede that some kind of physical constraints will be unavoidable (hence no multiple feasibility) in order to build a conscious agent. A common objection to machine consciousness emphasizes the fact that biological entities may have unique characteristics that cannot be reproduced in artifacts. If this objection is true, machine consciousness may not be feasible.",Theoretical Foundations of Artificial General Intelligence,chapter 14
"However, this contrast between biological and articial entities has often been over exaggerated, especially in relation to the problems of consciousness. So far, nobody was able to satisfactorily prove that the biological entities may have characteristics that can not be reproduced in articial entities with respect to consciousness. Instead, at a meeting on machine consciousness in 2001 organized by the Swartz Foundation at Cold Spring Harbor Laboratories, the conclusion of Christof Koch1 was that: we know of no fundamental law or principle operating in this universe that forbids the existence of subjective feelings in artifacts designed or evolved by humans. 1http://www.theswartzfoundation.org/abstracts/2001_summary.asp      AGI and Machine Consciousness 269 Consider the well-known distinction introduced by Searle [56] related to weak AI and strong AI.",Theoretical Foundations of Artificial General Intelligence,chapter 14
"According to weak AI position, a computer may be an useful tool for the study of the mind but it is not itself a mind, while for the strong AI position, also known as computationalism, an appropriately programmed computer is a real mind itself and it has real effective cognitive capabilities. Recently, some scholars working in the eld of machine consciousness emphasized the behavioral role of consciousness to avoid the problem of phenomenal experience (see e.g. Seth [58]). They, paraphrasing Searle, suggested that it is possible to distinguish between weak machine consciousness and strong machine consciousness. The former approach deals with AGI agents which behaved as if they were conscious, at least in some respects. Such a view avoids any commitment to the hard problem of consciousness. The latter approach explicitly deals with the possibility of designing and implementing AGI agents capable of real conscious experience.",Theoretical Foundations of Artificial General Intelligence,chapter 14
"This distinction is also mirrored in the previously discussed distinction between P-consciousness and Aconsciousness, where, roughly speaking, a weak AGI conscious agent corresponds to an agent that has A-consciousness only, while a strong AGI conscious agent corresponds to an agent that has P-consciousness and A-consciousness. Although the distinction between weak and strong AGI agents may set a useful working hypothesis, it may suggest a misleading view. Setting aside experience, i.e., Pconsciousness, something relevant could be missed for the understanding of cognition. Skipping the hard problem of consciousness could be not a viable option in the business of making real conscious AGI agents. Further, the distinction between weak and strong AGI systems may be misleading because it mirrors a dichotomy between true conscious agents and as if conscious agents. Yet, human beings are conscious and there is evidence that most animals exhibiting behavioral signs of consciousness are phenomenally conscious. It is a fact that intelligent human beings have phenomenal consciousness.",Theoretical Foundations of Artificial General Intelligence,chapter 14
"They experience pains, pleasures, colors, shapes, sounds, and many more other phenomena. They feel emotions, feelings of various sort, bodily and visceral sensations. Arguably, they also have experiences of thoughts and of some cognitive processes. In summary, it would be very strange whether natural selection had gone at such great length to provide us with consciousness if there was a way to get all the advantages of a conscious being like intelligence without actually producing it. Thus we cannot help but wonder whether it is possible to design an AGI agent without dealing with the hard problem of consciousness.      270 Theoretical Foundations of Articial General Intelligence 14.4 Agents Body A crucial aspect for a conscious AGI agent is the relationships with its own body, as pointed out by Metzinger [42].",Theoretical Foundations of Artificial General Intelligence,chapter 14
